Time;Zone;Hen;PackID
2020-02-15T10:06:17Z;Tier_2;Hen_6;10_wb
2020-02-15T10:06:30Z;Tier_2;Hen_45;11_ss
2020-02-15T10:06:30Z;Litter;Hen_96;12_wg
2020-02-15T10:06:42Z;Ramp_Nestbox;Hen_21;10_gs
2020-02-15T10:06:53Z;Ramp_Nestbox;Hen_47;11_wb
2020-02-15T10:07:00Z;Tier_2;Hen_21;10_gs
2020-02-15T10:07:00Z;Litter;Hen_46;10_wp
2020-02-15T10:07:30Z;Tier_2;Hen_107;10_ss
2020-02-15T10:07:30Z;Litter;Hen_21;10_gs
2020-02-15T10:07:30Z;Litter;Hen_33;12_ws
2020-02-15T10:07:30Z;Wintergarten;Hen_46;10_wp
2020-02-15T10:07:30Z;Litter;Hen_6;10_wb
2020-02-15T10:07:51Z;Tier_4;Hen_102;12_bs
2020-02-15T10:08:00Z;Litter;Hen_102;12_bs
2020-02-15T10:08:00Z;Ramp_Nestbox;Hen_14;11_pp
2020-02-15T10:08:00Z;Tier_2;Hen_47;11_wb
2020-02-15T10:08:00Z;Litter;Hen_55;11_pb
2020-02-15T10:08:00Z;Tier_2;Hen_75;12_bb
2020-02-15T10:08:00Z;Litter;Hen_98;11_sg
2020-02-15T10:08:30Z;Litter;Hen_107;10_ss
2020-02-15T10:08:30Z;Tier_2;Hen_24;12_gb
2020-02-15T10:08:30Z;Wintergarten;Hen_98;11_sg
2020-02-15T10:08:45Z;Ramp_Nestbox;Hen_92;11_ws
2020-02-15T10:09:00Z;Litter;Hen_106;12_wb
2020-02-15T10:09:00Z;Wintergarten;Hen_33;12_ws
2020-02-15T10:09:00Z;Litter;Hen_75;12_bb
2020-02-15T10:09:00Z;Tier_2;Hen_92;11_ws
2020-02-15T10:09:30Z;Litter;Hen_14;11_pp
2020-02-15T10:09:30Z;Litter;Hen_47;11_wb
2020-02-15T10:09:30Z;Wintergarten;Hen_75;12_bb
2020-02-15T10:09:30Z;Litter;Hen_92;11_ws
2020-02-15T10:09:30Z;Tier_2;Hen_96;12_wg
2020-02-15T10:10:00Z;Wintergarten;Hen_14;11_pp
2020-02-15T10:10:00Z;Tier_2;Hen_44;11_sws
2020-02-15T10:10:20Z;Litter;Hen_3;10_wg
2020-02-15T10:10:30Z;Litter;Hen_14;11_pp
2020-02-15T10:10:30Z;Wintergarten;Hen_3;10_wg
2020-02-15T10:10:30Z;Litter;Hen_4;10_ws
2020-02-15T10:11:00Z;Tier_2;Hen_103;11_wp
2020-02-15T10:11:00Z;Ramp_Nestbox;Hen_14;11_pp
2020-02-15T10:11:00Z;Tier_4;Hen_30;12_gs
2020-02-15T10:11:00Z;Litter;Hen_36;11_sb
2020-02-15T10:11:30Z;Tier_2;Hen_102;12_bs
2020-02-15T10:11:30Z;Litter;Hen_103;11_wp
2020-02-15T10:11:30Z;Litter;Hen_30;12_gs
2020-02-15T10:11:30Z;Litter;Hen_34;12_gg
2020-02-15T10:11:30Z;Ramp_Nestbox;Hen_44;11_sws
2020-02-15T10:11:30Z;Litter;Hen_98;11_sg
2020-02-15T10:12:00Z;Litter;Hen_102;12_bs
2020-02-15T10:12:00Z;Wintergarten;Hen_34;12_gg
2020-02-15T10:12:00Z;Tier_4;Hen_44;11_sws
2020-02-15T10:12:00Z;Ramp_Nestbox;Hen_55;11_pb
2020-02-15T10:12:30Z;Litter;Hen_10;12_ps
2020-02-15T10:12:30Z;Tier_4;Hen_102;12_bs
2020-02-15T10:12:30Z;Tier_2;Hen_21;10_gs
2020-02-15T10:12:30Z;Litter;Hen_34;12_gg
2020-02-15T10:12:30Z;Litter;Hen_55;11_pb
2020-02-15T10:12:30Z;Wintergarten;Hen_92;11_ws
2020-02-15T10:12:30Z;Litter;Hen_94;10_sg
2020-02-15T10:12:42Z;Ramp_Nestbox;Hen_32;12_sws
2020-02-15T10:13:00Z;Litter;Hen_100;10_bb
2020-02-15T10:13:00Z;Tier_4;Hen_30;12_gs
2020-02-15T10:13:00Z;Litter;Hen_32;12_sws
2020-02-15T10:13:00Z;Wintergarten;Hen_36;11_sb
2020-02-15T10:13:00Z;Litter;Hen_93;10_gb
2020-02-15T10:13:18Z;Litter;Hen_86;10_sws
2020-02-15T10:13:30Z;Litter;Hen_102;12_bs
2020-02-15T10:13:30Z;Tier_2;Hen_6;10_wb
2020-02-15T10:13:30Z;Litter;Hen_79;11_gg
2020-02-15T10:13:30Z;Litter;Hen_84;10_ps
2020-02-15T10:14:00Z;Litter;Hen_30;12_gs
2020-02-15T10:14:00Z;Litter;Hen_6;10_wb
2020-02-15T10:14:30Z;Tier_2;Hen_14;11_pp
2020-02-15T10:14:30Z;Tier_2;Hen_30;12_gs
2020-02-15T10:14:30Z;Litter;Hen_74;10_sb
2020-02-15T10:15:30Z;Wintergarten;Hen_34;12_gg
2020-02-15T10:15:30Z;Litter;Hen_61;12_sp
2020-02-15T10:16:00Z;Tier_4;Hen_106;12_wb
2020-02-15T10:16:30Z;Litter;Hen_106;12_wb
2020-02-15T10:16:30Z;Litter;Hen_24;12_gb
2020-02-15T10:16:30Z;Tier_2;Hen_86;10_sws
2020-02-15T10:16:30Z;Tier_2;Hen_93;10_gb
2020-02-15T10:17:00Z;Tier_2;Hen_102;12_bs
2020-02-15T10:17:00Z;Ramp_Nestbox;Hen_14;11_pp
2020-02-15T10:17:00Z;Litter;Hen_34;12_gg
2020-02-15T10:17:00Z;Litter;Hen_46;10_wp
2020-02-15T10:17:00Z;Litter;Hen_86;10_sws
2020-02-15T10:17:00Z;Tier_4;Hen_96;12_wg
2020-02-15T10:17:30Z;Litter;Hen_68;11_sp
2020-02-15T10:17:30Z;Litter;Hen_96;12_wg
2020-02-15T10:18:30Z;Tier_4;Hen_106;12_wb
2020-02-15T10:18:30Z;Litter;Hen_33;12_ws
2020-02-15T10:18:30Z;Litter;Hen_36;11_sb
